,Geographic Cluster Name,Category Name,Meeting Type,Total Programs,Total Capacity,Average Max Age,Average Latitude,Average Capacity,population,income,latinos,blacks,white,asian,Percent of rowded Housing,Percent of Households With Income Below Poverty Level,Unemployment Rate for Population over 16,Percent Aged 25 and Over with no High School Diploma,Percent of Population Under Age 18 and Over Age 64,Per Capita Income,Hardship Index Score,Capacity Per Capita
755,MCKINLEY PARK,Work + Career ,face_to_face,1,50.0,25.0,41.82379913,50.0,15612.0,42327.0,0.648,0.015,0.171,0.157,5.9,14.3,6.0,23.2,31.4,26934.0,46.8,0.003202664616961312
756,MONTCLARE,Academic Support,face_to_face,25,193.0,8.52,41.92931915159999,7.72,13426.0,47460.0,0.54,0.045,0.375,0.028,3.8,11.8,4.1,21.0,39.5,28270.0,44.8,0.014375093102934604
757,MONTCLARE,Academic Support,online,2,40.0,5.0,41.92109299,20.0,13426.0,47460.0,0.54,0.045,0.375,0.028,3.8,11.8,4.1,21.0,39.5,28270.0,44.8,0.0029792939073439596
758,MONTCLARE,Building & Fixing Things,face_to_face,1,10.0,13.0,41.92109299,10.0,13426.0,47460.0,0.54,0.045,0.375,0.028,3.8,11.8,4.1,21.0,39.5,28270.0,44.8,0.0007448234768359899
759,MONTCLARE,Music & Art.,face_to_face,40,919.0,32.1,41.925552082999985,22.975,13426.0,47460.0,0.54,0.045,0.375,0.028,3.8,11.8,4.1,21.0,39.5,28270.0,44.8,0.06844927752122747
760,MONTCLARE,Music & Art.,online,3,44.0,6.0,41.93023554333333,14.666666666666666,13426.0,47460.0,0.54,0.045,0.375,0.028,3.8,11.8,4.1,21.0,39.5,28270.0,44.8,0.0032772232980783555
761,MONTCLARE,Nature.,face_to_face,6,0.0,99.0,41.92110062,0.0,13426.0,47460.0,0.54,0.045,0.375,0.028,3.8,11.8,4.1,21.0,39.5,28270.0,44.8,0.0
762,MONTCLARE,Reading & Writing.,face_to_face,7,6.0,85.57142857142857,41.92305755857143,0.8571428571428571,13426.0,47460.0,0.54,0.045,0.375,0.028,3.8,11.8,4.1,21.0,39.5,28270.0,44.8,0.00044689408610159393
763,MONTCLARE,Reading & Writing.,online,2,40.0,3.0,41.92109299,20.0,13426.0,47460.0,0.54,0.045,0.375,0.028,3.8,11.8,4.1,21.0,39.5,28270.0,44.8,0.0029792939073439596
764,MONTCLARE,Science ,face_to_face,5,46.0,10.0,41.921097568,9.2,13426.0,47460.0,0.54,0.045,0.375,0.028,3.8,11.8,4.1,21.0,39.5,28270.0,44.8,0.0034261879934455535
765,MONTCLARE,Sports + Wellness.,face_to_face,126,1389.0,21.674603174603174,41.92370926587301,11.023809523809524,13426.0,47460.0,0.54,0.045,0.375,0.028,3.8,11.8,4.1,21.0,39.5,28270.0,44.8,0.103455980932519
766,MONTCLARE,Sports + Wellness.,online,7,97.0,5.571428571428571,41.92501122714286,13.857142857142858,13426.0,47460.0,0.54,0.045,0.375,0.028,3.8,11.8,4.1,21.0,39.5,28270.0,44.8,0.007224787725309102
767,MORGAN PARK,Academic Support,face_to_face,13,177.0,8.307692307692308,41.699559140000005,13.615384615384615,22544.0,56886.0,0.027,0.667,0.287,0.004,1.0,11.6,10.6,6.3,40.3,34946.0,37.0,0.007851312987934705
768,MORGAN PARK,Computers.,face_to_face,1,0.0,99.0,41.69219971,0.0,22544.0,56886.0,0.027,0.667,0.287,0.004,1.0,11.6,10.6,6.3,40.3,34946.0,37.0,0.0
769,MORGAN PARK,Healthcare,face_to_face,1,10.0,5.0,41.68379974,10.0,22544.0,56886.0,0.027,0.667,0.287,0.004,1.0,11.6,10.6,6.3,40.3,34946.0,37.0,0.00044357700496806243
770,MORGAN PARK,Helping Your Community.,face_to_face,3,0.0,22.666666666666668,41.68866094,0.0,22544.0,56886.0,0.027,0.667,0.287,0.004,1.0,11.6,10.6,6.3,40.3,34946.0,37.0,0.0
771,MORGAN PARK,Music & Art.,face_to_face,133,99112515.0,26.827067669172934,41.68836103082703,745206.8796992481,22544.0,56886.0,0.027,0.667,0.287,0.004,1.0,11.6,10.6,6.3,40.3,34946.0,37.0,4396.403255855216
772,MORGAN PARK,Music & Art.,online,1,139.0,18.0,,139.0,22544.0,56886.0,0.027,0.667,0.287,0.004,1.0,11.6,10.6,6.3,40.3,34946.0,37.0,0.006165720369056068
773,MORGAN PARK,Nature.,face_to_face,11,300.0,99.0,41.68745422636364,27.272727272727273,22544.0,56886.0,0.027,0.667,0.287,0.004,1.0,11.6,10.6,6.3,40.3,34946.0,37.0,0.013307310149041874
774,MORGAN PARK,Performance.,face_to_face,5,400.0,52.6,41.685340116,80.0,22544.0,56886.0,0.027,0.667,0.287,0.004,1.0,11.6,10.6,6.3,40.3,34946.0,37.0,0.017743080198722498
775,MORGAN PARK,Reading & Writing.,face_to_face,29,822.0,80.86206896551724,41.690413773793104,28.344827586206897,22544.0,56886.0,0.027,0.667,0.287,0.004,1.0,11.6,10.6,6.3,40.3,34946.0,37.0,0.036462029808374735
776,MORGAN PARK,Reading & Writing.,online,1,4.0,8.0,,4.0,22544.0,56886.0,0.027,0.667,0.287,0.004,1.0,11.6,10.6,6.3,40.3,34946.0,37.0,0.000177430801987225
777,MORGAN PARK,Social Studies ,face_to_face,2,30.0,22.0,41.69150162,15.0,22544.0,56886.0,0.027,0.667,0.287,0.004,1.0,11.6,10.6,6.3,40.3,34946.0,37.0,0.0013307310149041874
778,MORGAN PARK,Sports + Wellness.,face_to_face,3110,45830.0,46.463344051446946,41.68410217039951,14.736334405144694,22544.0,56886.0,0.027,0.667,0.287,0.004,1.0,11.6,10.6,6.3,40.3,34946.0,37.0,2.03291341376863
779,MOUNT GREENWOOD,Academic Support,face_to_face,28,330.0,6.571428571428571,41.69364084357144,11.785714285714286,19093.0,80505.0,0.072,0.052,0.86,0.007,2.1,5.8,4.4,4.7,38.3,41850.0,30.1,0.017283821295762846
780,MOUNT GREENWOOD,Academic Support,online,1,184139.0,99.0,,184139.0,19093.0,80505.0,0.072,0.052,0.86,0.007,2.1,5.8,4.4,4.7,38.3,41850.0,30.1,9.64431990781962
781,MOUNT GREENWOOD,Building & Fixing Things,face_to_face,15,110.0,32.4,41.69156138066668,7.333333333333333,19093.0,80505.0,0.072,0.052,0.86,0.007,2.1,5.8,4.4,4.7,38.3,41850.0,30.1,0.005761273765254282
782,MOUNT GREENWOOD,Food.,online,8,110.0,87.375,41.69192170875,13.75,19093.0,80505.0,0.072,0.052,0.86,0.007,2.1,5.8,4.4,4.7,38.3,41850.0,30.1,0.005761273765254282
783,MOUNT GREENWOOD,Healthcare,face_to_face,1,25.0,71.0,41.69100189,25.0,19093.0,80505.0,0.072,0.052,0.86,0.007,2.1,5.8,4.4,4.7,38.3,41850.0,30.1,0.001309380401194155
784,MOUNT GREENWOOD,Helping Your Community.,online,3,36.0,50.0,41.69100189,12.0,19093.0,80505.0,0.072,0.052,0.86,0.007,2.1,5.8,4.4,4.7,38.3,41850.0,30.1,0.001885507777719583
785,MOUNT GREENWOOD,Music & Art.,face_to_face,256,406247.0,32.55859375,41.69624458476542,1586.90234375,19093.0,80505.0,0.072,0.052,0.86,0.007,2.1,5.8,4.4,4.7,38.3,41850.0,30.1,21.277274393756873
786,MOUNT GREENWOOD,Music & Art.,online,12,2364.0,69.33333333333333,41.692637123333334,197.0,19093.0,80505.0,0.072,0.052,0.86,0.007,2.1,5.8,4.4,4.7,38.3,41850.0,30.1,0.12381501073691929
787,MOUNT GREENWOOD,Nature.,face_to_face,12,72.0,68.5,41.69161828166667,6.0,19093.0,80505.0,0.072,0.052,0.86,0.007,2.1,5.8,4.4,4.7,38.3,41850.0,30.1,0.003771015555439166
788,MOUNT GREENWOOD,Nature.,online,2,40.0,6.0,41.69836044,20.0,19093.0,80505.0,0.072,0.052,0.86,0.007,2.1,5.8,4.4,4.7,38.3,41850.0,30.1,0.0020950086419106477
789,MOUNT GREENWOOD,Performance.,face_to_face,2,115.0,25.5,41.69470024,57.5,19093.0,80505.0,0.072,0.052,0.86,0.007,2.1,5.8,4.4,4.7,38.3,41850.0,30.1,0.006023149845493112
790,MOUNT GREENWOOD,Performance.,online,1,15.0,99.0,41.69100189,15.0,19093.0,80505.0,0.072,0.052,0.86,0.007,2.1,5.8,4.4,4.7,38.3,41850.0,30.1,0.000785628240716493
791,MOUNT GREENWOOD,Reading & Writing.,face_to_face,139,1717.0,21.323741007194243,41.69586228676259,12.352517985611511,19093.0,80505.0,0.072,0.052,0.86,0.007,2.1,5.8,4.4,4.7,38.3,41850.0,30.1,0.08992824595401457
792,MOUNT GREENWOOD,Reading & Writing.,online,5,1876.0,80.0,41.69100189,375.2,19093.0,80505.0,0.072,0.052,0.86,0.007,2.1,5.8,4.4,4.7,38.3,41850.0,30.1,0.09825590530560939
793,MOUNT GREENWOOD,Science ,face_to_face,8,65.0,29.25,41.696144581249996,8.125,19093.0,80505.0,0.072,0.052,0.86,0.007,2.1,5.8,4.4,4.7,38.3,41850.0,30.1,0.003404389043104803
794,MOUNT GREENWOOD,Science ,online,3,60.0,6.0,41.69836044,20.0,19093.0,80505.0,0.072,0.052,0.86,0.007,2.1,5.8,4.4,4.7,38.3,41850.0,30.1,0.003142512962865972
795,MOUNT GREENWOOD,Social Studies ,face_to_face,3,1930.0,99.0,41.79766719,643.3333333333334,19093.0,80505.0,0.072,0.052,0.86,0.007,2.1,5.8,4.4,4.7,38.3,41850.0,30.1,0.10108416697218876
796,MOUNT GREENWOOD,Social Studies ,online,1,12.0,99.0,41.69100189,12.0,19093.0,80505.0,0.072,0.052,0.86,0.007,2.1,5.8,4.4,4.7,38.3,41850.0,30.1,0.0006285025925731944
797,MOUNT GREENWOOD,Sports + Wellness.,face_to_face,323,22649.0,35.57275541795666,41.69212316321968,70.12074303405572,19093.0,80505.0,0.072,0.052,0.86,0.007,2.1,5.8,4.4,4.7,38.3,41850.0,30.1,1.1862462682658566
798,MOUNT GREENWOOD,Sports + Wellness.,online,52,729.0,90.11538461538461,41.69170944288464,14.01923076923077,19093.0,80505.0,0.072,0.052,0.86,0.007,2.1,5.8,4.4,4.7,38.3,41850.0,30.1,0.03818153249882156
799,NEAR NORTH SIDE,Academic Support,face_to_face,33,641.0,9.151515151515152,41.89862326696969,19.424242424242426,80484.0,76290.0,0.049,0.108,0.721,0.101,2.1,10.3,2.7,1.9,22.1,104139.0,9.4,0.007964315888872323
800,NEAR NORTH SIDE,Academic Support,online,31,415.0,35.645161290322584,41.89235490322581,13.387096774193548,80484.0,76290.0,0.049,0.108,0.721,0.101,2.1,10.3,2.7,1.9,22.1,104139.0,9.4,0.0051563043586302865
801,NEAR NORTH SIDE,Building & Fixing Things,online,2,35.0,11.5,41.89219284,17.5,80484.0,76290.0,0.049,0.108,0.721,0.101,2.1,10.3,2.7,1.9,22.1,104139.0,9.4,0.00043486904229412057
802,NEAR NORTH SIDE,Computers.,face_to_face,3,1025.0,17.0,41.89738083,341.6666666666667,80484.0,76290.0,0.049,0.108,0.721,0.101,2.1,10.3,2.7,1.9,22.1,104139.0,9.4,0.012735450524327816
803,NEAR NORTH SIDE,Food.,face_to_face,3,175.0,25.666666666666668,41.896619163333334,58.333333333333336,80484.0,76290.0,0.049,0.108,0.721,0.101,2.1,10.3,2.7,1.9,22.1,104139.0,9.4,0.002174345211470603
804,NEAR NORTH SIDE,Food.,online,4,85.0,10.25,41.8948106775,21.25,80484.0,76290.0,0.049,0.108,0.721,0.101,2.1,10.3,2.7,1.9,22.1,104139.0,9.4,0.0010561105312857214
805,NEAR NORTH SIDE,Healthcare,face_to_face,8,55.0,56.625,41.903760913750006,6.875,80484.0,76290.0,0.049,0.108,0.721,0.101,2.1,10.3,2.7,1.9,22.1,104139.0,9.4,0.0006833656378907608
806,NEAR NORTH SIDE,Helping Your Community.,face_to_face,9,928.0,44.888888888888886,41.90095096333333,103.11111111111111,80484.0,76290.0,0.049,0.108,0.721,0.101,2.1,10.3,2.7,1.9,22.1,104139.0,9.4,0.011530242035684111
807,NEAR NORTH SIDE,Helping Your Community.,online,3,60.0,99.0,41.89219284,20.0,80484.0,76290.0,0.049,0.108,0.721,0.101,2.1,10.3,2.7,1.9,22.1,104139.0,9.4,0.000745489786789921
808,NEAR NORTH SIDE,Math,face_to_face,5,2700.0,17.2,41.901696779999995,540.0,80484.0,76290.0,0.049,0.108,0.721,0.101,2.1,10.3,2.7,1.9,22.1,104139.0,9.4,0.033547040405546444
809,NEAR NORTH SIDE,Music & Art.,face_to_face,144,5703.0,51.361111111111114,41.899080319078024,39.604166666666664,80484.0,76290.0,0.049,0.108,0.721,0.101,2.1,10.3,2.7,1.9,22.1,104139.0,9.4,0.07085880423438198
810,NEAR NORTH SIDE,Music & Art.,online,130,2177.0,18.06153846153846,41.89277775061533,16.746153846153845,80484.0,76290.0,0.049,0.108,0.721,0.101,2.1,10.3,2.7,1.9,22.1,104139.0,9.4,0.0270488544306943
811,NEAR NORTH SIDE,Nature.,face_to_face,41,141.0,93.95121951219512,41.899585059,3.4390243902439024,80484.0,76290.0,0.049,0.108,0.721,0.101,2.1,10.3,2.7,1.9,22.1,104139.0,9.4,0.0017519009989563144
812,NEAR NORTH SIDE,Nature.,online,2,40.0,7.5,41.89219284,20.0,80484.0,76290.0,0.049,0.108,0.721,0.101,2.1,10.3,2.7,1.9,22.1,104139.0,9.4,0.0004969931911932807
813,NEAR NORTH SIDE,Performance.,face_to_face,7,835.0,31.714285714285715,41.896369934285715,119.28571428571429,80484.0,76290.0,0.049,0.108,0.721,0.101,2.1,10.3,2.7,1.9,22.1,104139.0,9.4,0.010374732866159734
814,NEAR NORTH SIDE,Performance.,online,2,30.0,9.5,41.89219284,15.0,80484.0,76290.0,0.049,0.108,0.721,0.101,2.1,10.3,2.7,1.9,22.1,104139.0,9.4,0.0003727448933949605
815,NEAR NORTH SIDE,Reading & Writing.,face_to_face,55,440.0,74.05454545454545,41.900927156666675,8.0,80484.0,76290.0,0.049,0.108,0.721,0.101,2.1,10.3,2.7,1.9,22.1,104139.0,9.4,0.005466925103126087
816,NEAR NORTH SIDE,Reading & Writing.,online,2,20.0,99.0,41.89219284,10.0,80484.0,76290.0,0.049,0.108,0.721,0.101,2.1,10.3,2.7,1.9,22.1,104139.0,9.4,0.0002484965955966403
817,NEAR NORTH SIDE,Science ,face_to_face,4,402.0,52.5,41.89021778,100.5,80484.0,76290.0,0.049,0.108,0.721,0.101,2.1,10.3,2.7,1.9,22.1,104139.0,9.4,0.004994781571492471
818,NEAR NORTH SIDE,Science ,online,12,250.0,8.25,41.89219284,20.833333333333332,80484.0,76290.0,0.049,0.108,0.721,0.101,2.1,10.3,2.7,1.9,22.1,104139.0,9.4,0.003106207444958004
819,NEAR NORTH SIDE,Sports + Wellness.,face_to_face,726,10800.0,28.443526170798897,41.899437300758514,14.87603305785124,80484.0,76290.0,0.049,0.108,0.721,0.101,2.1,10.3,2.7,1.9,22.1,104139.0,9.4,0.13418816162218578
820,NEAR NORTH SIDE,Sports + Wellness.,online,225,4212.0,41.4,41.89422449786647,18.72,80484.0,76290.0,0.049,0.108,0.721,0.101,2.1,10.3,2.7,1.9,22.1,104139.0,9.4,0.052333383032652454
821,NEAR NORTH SIDE,Teaching,online,1,20.0,10.0,41.89219284,20.0,80484.0,76290.0,0.049,0.108,0.721,0.101,2.1,10.3,2.7,1.9,22.1,104139.0,9.4,0.0002484965955966403
822,NEAR NORTH SIDE,Work + Career ,face_to_face,3,117.0,73.66666666666667,41.899993896666665,39.0,80484.0,76290.0,0.049,0.108,0.721,0.101,2.1,10.3,2.7,1.9,22.1,104139.0,9.4,0.0014537050842403458
823,NEAR SOUTH SIDE,Academic Support,face_to_face,26,342.0,6.115384615384615,41.85716013038461,13.153846153846153,21390.0,75995.0,0.056,0.281,0.481,0.155,1.3,8.1,0.7,4.8,22.0,88784.0,10.2,0.015988779803646564
824,NEAR SOUTH SIDE,Building & Fixing Things,face_to_face,1,15.0,18.0,41.86759949,15.0,21390.0,75995.0,0.056,0.281,0.481,0.155,1.3,8.1,0.7,4.8,22.0,88784.0,10.2,0.0007012622720897616
825,NEAR SOUTH SIDE,Digital Media.,face_to_face,1,20.0,17.0,41.86506653,20.0,21390.0,75995.0,0.056,0.281,0.481,0.155,1.3,8.1,0.7,4.8,22.0,88784.0,10.2,0.0009350163627863488
826,NEAR SOUTH SIDE,Healthcare,face_to_face,6,85.0,99.0,41.857620239999996,14.166666666666666,21390.0,75995.0,0.056,0.281,0.481,0.155,1.3,8.1,0.7,4.8,22.0,88784.0,10.2,0.003973819541841982
827,NEAR SOUTH SIDE,Helping Your Community.,face_to_face,4,56.0,18.0,41.866641047499996,14.0,21390.0,75995.0,0.056,0.281,0.481,0.155,1.3,8.1,0.7,4.8,22.0,88784.0,10.2,0.0026180458158017767
828,NEAR SOUTH SIDE,Music & Art.,face_to_face,121,4748.0,57.20661157024794,41.85785754057857,39.239669421487605,21390.0,75995.0,0.056,0.281,0.481,0.155,1.3,8.1,0.7,4.8,22.0,88784.0,10.2,0.2219728845254792
829,NEAR SOUTH SIDE,Music & Art.,online,1,15.0,6.0,41.85763931,15.0,21390.0,75995.0,0.056,0.281,0.481,0.155,1.3,8.1,0.7,4.8,22.0,88784.0,10.2,0.0007012622720897616
830,NEAR SOUTH SIDE,Nature.,face_to_face,81,3226.0,85.14814814814815,41.86104791197528,39.82716049382716,21390.0,75995.0,0.056,0.281,0.481,0.155,1.3,8.1,0.7,4.8,22.0,88784.0,10.2,0.15081813931743807
831,NEAR SOUTH SIDE,Performance.,face_to_face,2,200.0,49.5,41.85839844,100.0,21390.0,75995.0,0.056,0.281,0.481,0.155,1.3,8.1,0.7,4.8,22.0,88784.0,10.2,0.009350163627863487
832,NEAR SOUTH SIDE,Reading & Writing.,face_to_face,42,1972.0,49.404761904761905,41.85725185119046,46.95238095238095,21390.0,75995.0,0.056,0.281,0.481,0.155,1.3,8.1,0.7,4.8,22.0,88784.0,10.2,0.09219261337073399
833,NEAR SOUTH SIDE,Science ,face_to_face,8,27.0,17.75,41.86636877375,3.375,21390.0,75995.0,0.056,0.281,0.481,0.155,1.3,8.1,0.7,4.8,22.0,88784.0,10.2,0.0012622720897615708
834,NEAR SOUTH SIDE,Social Studies ,face_to_face,1,20.0,17.0,41.86506653,20.0,21390.0,75995.0,0.056,0.281,0.481,0.155,1.3,8.1,0.7,4.8,22.0,88784.0,10.2,0.0009350163627863488
835,NEAR SOUTH SIDE,Sports + Wellness.,face_to_face,558,8685.0,46.70967741935484,41.8581914275088,15.564516129032258,21390.0,75995.0,0.056,0.281,0.481,0.155,1.3,8.1,0.7,4.8,22.0,88784.0,10.2,0.4060308555399719
836,NEAR SOUTH SIDE,Sports + Wellness.,online,42,730.0,68.76190476190476,41.85772859499998,17.38095238095238,21390.0,75995.0,0.056,0.281,0.481,0.155,1.3,8.1,0.7,4.8,22.0,88784.0,10.2,0.03412809724170173
837,NEAR SOUTH SIDE,Teaching,face_to_face,2,10.0,38.5,41.856746675,5.0,21390.0,75995.0,0.056,0.281,0.481,0.155,1.3,8.1,0.7,4.8,22.0,88784.0,10.2,0.0004675081813931744
838,NEAR SOUTH SIDE,Work + Career ,face_to_face,2,14.0,18.0,41.86566544,7.0,21390.0,75995.0,0.056,0.281,0.481,0.155,1.3,8.1,0.7,4.8,22.0,88784.0,10.2,0.0006545114539504442
839,NEAR WEST SIDE,Academic Support,face_to_face,90,6616.0,50.22222222222222,41.87378060988891,73.5111111111111,54881.0,62770.0,0.092,0.315,0.42,0.146,4.5,16.5,6.2,6.1,21.9,59635.0,27.1,0.12055173921757985
840,NEAR WEST SIDE,Academic Support,online,10,100.0,6.4,41.88256874299999,10.0,54881.0,62770.0,0.092,0.315,0.42,0.146,4.5,16.5,6.2,6.1,21.9,59635.0,27.1,0.0018221242324301672
841,NEAR WEST SIDE,Building & Fixing Things,face_to_face,5,147.0,32.0,41.87239609000001,29.4,54881.0,62770.0,0.092,0.315,0.42,0.146,4.5,16.5,6.2,6.1,21.9,59635.0,27.1,0.0026785226216723456
842,NEAR WEST SIDE,Computers.,face_to_face,16,347.0,23.8125,41.8765752325,21.6875,54881.0,62770.0,0.092,0.315,0.42,0.146,4.5,16.5,6.2,6.1,21.9,59635.0,27.1,0.00632277108653268
843,NEAR WEST SIDE,Customer/Human Service,face_to_face,1,0.0,17.0,41.88601685,0.0,54881.0,62770.0,0.092,0.315,0.42,0.146,4.5,16.5,6.2,6.1,21.9,59635.0,27.1,0.0
844,NEAR WEST SIDE,Digital Media.,face_to_face,2,32.0,15.5,41.8647995,16.0,54881.0,62770.0,0.092,0.315,0.42,0.146,4.5,16.5,6.2,6.1,21.9,59635.0,27.1,0.0005830797543776535
845,NEAR WEST SIDE,Food.,face_to_face,3,99.0,15.0,41.8822759,33.0,54881.0,62770.0,0.092,0.315,0.42,0.146,4.5,16.5,6.2,6.1,21.9,59635.0,27.1,0.0018039029901058654
846,NEAR WEST SIDE,Food.,online,2,20.0,13.0,41.88461304,10.0,54881.0,62770.0,0.092,0.315,0.42,0.146,4.5,16.5,6.2,6.1,21.9,59635.0,27.1,0.0003644248464860334
847,NEAR WEST SIDE,Healthcare,face_to_face,7,18.0,22.428571428571427,41.87518746142858,2.5714285714285716,54881.0,62770.0,0.092,0.315,0.42,0.146,4.5,16.5,6.2,6.1,21.9,59635.0,27.1,0.00032798236183743007
848,NEAR WEST SIDE,Healthcare,online,1,25.0,14.0,41.87049866,25.0,54881.0,62770.0,0.092,0.315,0.42,0.146,4.5,16.5,6.2,6.1,21.9,59635.0,27.1,0.0004555310581075418
849,NEAR WEST SIDE,Helping Your Community.,face_to_face,22,660.0,40.18181818181818,41.8705924640909,30.0,54881.0,62770.0,0.092,0.315,0.42,0.146,4.5,16.5,6.2,6.1,21.9,59635.0,27.1,0.012026019934039104
850,NEAR WEST SIDE,Helping Your Community.,online,2,35.0,10.0,41.87755585,17.5,54881.0,62770.0,0.092,0.315,0.42,0.146,4.5,16.5,6.2,6.1,21.9,59635.0,27.1,0.0006377434813505584
851,NEAR WEST SIDE,Law,online,1,25.0,25.0,,25.0,54881.0,62770.0,0.092,0.315,0.42,0.146,4.5,16.5,6.2,6.1,21.9,59635.0,27.1,0.0004555310581075418
852,NEAR WEST SIDE,Managing Money.,face_to_face,4,202.0,80.25,41.844150545,50.5,54881.0,62770.0,0.092,0.315,0.42,0.146,4.5,16.5,6.2,6.1,21.9,59635.0,27.1,0.0036806909495089375
853,NEAR WEST SIDE,Managing Money.,online,1,25.0,18.0,,25.0,54881.0,62770.0,0.092,0.315,0.42,0.146,4.5,16.5,6.2,6.1,21.9,59635.0,27.1,0.0004555310581075418
854,NEAR WEST SIDE,Math,face_to_face,1,400.0,19.0,41.885952,400.0,54881.0,62770.0,0.092,0.315,0.42,0.146,4.5,16.5,6.2,6.1,21.9,59635.0,27.1,0.007288496929720669
855,NEAR WEST SIDE,Music & Art.,face_to_face,320,57559.0,45.93125,41.873859751374994,179.871875,54881.0,62770.0,0.092,0.315,0.42,0.146,4.5,16.5,6.2,6.1,21.9,59635.0,27.1,1.04879648694448
856,NEAR WEST SIDE,Music & Art.,online,4,70.0,38.5,41.896390915,17.5,54881.0,62770.0,0.092,0.315,0.42,0.146,4.5,16.5,6.2,6.1,21.9,59635.0,27.1,0.001275486962701117
857,NEAR WEST SIDE,Nature.,face_to_face,33,472.0,86.36363636363636,41.870142734848486,14.303030303030303,54881.0,62770.0,0.092,0.315,0.42,0.146,4.5,16.5,6.2,6.1,21.9,59635.0,27.1,0.008600426377070388
858,NEAR WEST SIDE,Nature.,online,1,10.0,13.0,41.88461304,10.0,54881.0,62770.0,0.092,0.315,0.42,0.146,4.5,16.5,6.2,6.1,21.9,59635.0,27.1,0.0001822124232430167
859,NEAR WEST SIDE,Performance.,face_to_face,7,338.0,45.857142857142854,41.87754440428572,48.285714285714285,54881.0,62770.0,0.092,0.315,0.42,0.146,4.5,16.5,6.2,6.1,21.9,59635.0,27.1,0.0061587799056139645
860,NEAR WEST SIDE,Reading & Writing.,face_to_face,169,3746.0,31.80473372781065,41.87570626124258,22.16568047337278,54881.0,62770.0,0.092,0.315,0.42,0.146,4.5,16.5,6.2,6.1,21.9,59635.0,27.1,0.06825677374683406
861,NEAR WEST SIDE,Reading & Writing.,online,3,64.0,38.666666666666664,41.87049866,21.333333333333332,54881.0,62770.0,0.092,0.315,0.42,0.146,4.5,16.5,6.2,6.1,21.9,59635.0,27.1,0.001166159508755307
862,NEAR WEST SIDE,Science ,face_to_face,15,733.0,78.06666666666666,41.87200622600001,48.86666666666667,54881.0,62770.0,0.092,0.315,0.42,0.146,4.5,16.5,6.2,6.1,21.9,59635.0,27.1,0.013356170623713125
863,NEAR WEST SIDE,Science ,online,1,0.0,7.0,41.86942673,0.0,54881.0,62770.0,0.092,0.315,0.42,0.146,4.5,16.5,6.2,6.1,21.9,59635.0,27.1,0.0
864,NEAR WEST SIDE,Social Studies ,face_to_face,3,117.0,99.0,41.882900240000005,39.0,54881.0,62770.0,0.092,0.315,0.42,0.146,4.5,16.5,6.2,6.1,21.9,59635.0,27.1,0.0021318853519432953
865,NEAR WEST SIDE,Sports + Wellness.,face_to_face,2659,41799.0,39.85859345618653,41.866023086526646,15.719819481007898,54881.0,62770.0,0.092,0.315,0.42,0.146,4.5,16.5,6.2,6.1,21.9,59635.0,27.1,0.7616297079134855
866,NEAR WEST SIDE,Sports + Wellness.,online,109,1565.0,60.8348623853211,41.87465044706421,14.357798165137615,54881.0,62770.0,0.092,0.315,0.42,0.146,4.5,16.5,6.2,6.1,21.9,59635.0,27.1,0.028516244237532115
867,NEAR WEST SIDE,Work + Career ,face_to_face,16,4065.0,23.3125,41.87658071500001,254.0625,54881.0,62770.0,0.092,0.315,0.42,0.146,4.5,16.5,6.2,6.1,21.9,59635.0,27.1,0.0740693500482863
868,NEAR WEST SIDE,Work + Career ,online,4,25.0,23.25,41.877765653333334,6.25,54881.0,62770.0,0.092,0.315,0.42,0.146,4.5,16.5,6.2,6.1,21.9,59635.0,27.1,0.0004555310581075418
869,NORTH CENTER,Academic Support,face_to_face,8,71.0,7.125,41.93881035,8.875,31867.0,81524.0,0.136,0.023,0.773,0.045,0.9,5.5,3.2,3.4,34.3,77951.0,18.1,0.0022280101672576646
870,NORTH CENTER,Building & Fixing Things,face_to_face,1,0.0,24.0,41.93746948,0.0,31867.0,81524.0,0.136,0.023,0.773,0.045,0.9,5.5,3.2,3.4,34.3,77951.0,18.1,0.0
871,NORTH CENTER,Computers.,face_to_face,1,20.0,17.0,41.93454742,20.0,31867.0,81524.0,0.136,0.023,0.773,0.045,0.9,5.5,3.2,3.4,34.3,77951.0,18.1,0.0006276084978190605
872,NORTH CENTER,Healthcare,face_to_face,2,30.0,99.0,41.93729973,15.0,31867.0,81524.0,0.136,0.023,0.773,0.045,0.9,5.5,3.2,3.4,34.3,77951.0,18.1,0.0009414127467285907
873,NORTH CENTER,Helping Your Community.,face_to_face,4,50.0,10.0,41.93730164,12.5,31867.0,81524.0,0.136,0.023,0.773,0.045,0.9,5.5,3.2,3.4,34.3,77951.0,18.1,0.001569021244547651
874,NORTH CENTER,Music & Art.,face_to_face,44,2340.0,30.477272727272727,41.93787791840907,53.18181818181818,31867.0,81524.0,0.136,0.023,0.773,0.045,0.9,5.5,3.2,3.4,34.3,77951.0,18.1,0.07343019424483008
875,NORTH CENTER,Music & Art.,online,3,55.0,10.0,41.93998209666666,18.333333333333332,31867.0,81524.0,0.136,0.023,0.773,0.045,0.9,5.5,3.2,3.4,34.3,77951.0,18.1,0.0017259233690024164
876,NORTH CENTER,Nature.,face_to_face,5,22.0,61.8,41.93730164,4.4,31867.0,81524.0,0.136,0.023,0.773,0.045,0.9,5.5,3.2,3.4,34.3,77951.0,18.1,0.0006903693476009665
